DSN\400 kV B1,DSN\400 kV B1,DSN\400 kV B1
-284.307681,40.702237,243.739613
-280.415202,30.940605,249.582448
-276.237805,21.127115,255.192314
-271.786061,11.276819,260.564264
-267.065612,1.404642,265.690106
-262.078151,-8.476549,270.559390
-256.833634,-18.352541,275.166843
-251.336740,-28.209330,279.504470
-245.592003,-38.035597,283.564804
-239.608148,-47.817656,287.343200
-233.391357,-57.542500,290.833725
-226.948699,-67.197748,294.030463
-220.289944,-76.769658,296.930495
-213.423127,-86.245882,299.528959
-206.356649,-95.614752,301.822788
-199.099418,-104.864343,303.809297
-191.658539,-113.984466,305.485028
-184.040284,-122.965712,306.847089
-176.251056,-131.799898,307.893119
-168.295697,-140.479611,308.620622
-160.179586,-148.999107,309.028556
-151.908210,-157.352677,309.116315
-143.486778,-165.535414,308.884474
-134.921130,-173.542823,308.333529
-126.216988,-181.369912,307.464877
-117.380289,-189.012165,306.279410
-108.417207,-196.465276,304.778825
-99.334334,-203.724564,302.965186
-90.139324,-210.785927,300.841116
-80.840282,-217.644295,298.410146
-71.447121,-224.294416,295.676368
-61.970525,-230.730495,292.644263
-52.421891,-236.946317,289.319177
-42.813524,-242.935347,285.706127
-33.157497,-248.691172,281.810895
-23.465960,-254.207419,277.638781
-13.750793,-259.477871,273.195498
-4.023522,-264.496597,268.486507
5.704433,-269.257854,263.517341
15.421760,-273.755749,258.293685
25.117019,-277.985069,252.821398
34.779017,-281.940424,247.106681
44.396323,-285.617049,241.156090
53.958310,-289.010632,234.976187
63.454780,-292.117305,228.573876
72.876066,-294.934173,221.955554
82.213811,-297.458965,215.128035
91.459949,-299.690078,208.097711
100.606925,-301.626648,200.871313
109.647696,-303.267986,193.455719
118.574866,-304.613751,185.857928
127.381274,-305.663420,178.085117
136.059607,-306.416558,170.144369
144.601728,-306.871726,162.042768
153.002422,-307.029296,153.786265
161.253916,-306.888342,145.381666
169.348993,-306.448209,136.835931
177.283193,-305.709917,128.154488
185.048970,-304.673035,119.344585
192.639684,-303.338120,110.413319
200.049904,-301.706512,101.367431
207.272159,-299.778647,92.214978
214.299727,-297.556275,82.964148
221.126636,-295.041470,73.623227
227.745642,-292.236373,64.201542
234.150413,-289.144055,54.708397
240.334813,-285.767952,45.153568
246.291789,-282.111609,35.547317
252.014754,-278.179137,25.900444
257.496771,-273.974844,16.224025
262.730161,-269.503116,6.529833
267.707664,-264.768549,-3.170228
272.421911,-259.776085,-12.864204
276.865662,-254.530603,-22.540208
281.032506,-249.037485,-32.186703
284.916657,-243.302220,-41.792665
288.512849,-237.330517,-51.347427
291.816683,-231.128255,-60.841012
294.824279,-224.701323,-70.263726
297.532052,-218.055516,-79.606560
299.937054,-211.196552,-88.860830
302.036694,-204.129998,-98.018477
303.828789,-196.861399,-107.071917
305.311929,-189.396298,-116.014029
306.485108,-181.740563,-124.838187
307.348030,-173.900060,-133.538054
307.900936,-165.881161,-142.107448
308.144347,-157.690448,-150.540455
2.152377,-156.528974,-156.278731
2.183768,-150.537992,-161.370062
2.219670,-141.742057,-168.992374
1.800327,-132.902357,-176.368279
1.733475,-122.915415,-182.870799
1.443388,-113.438109,-189.132744
0.214317,-107.221017,-196.754995
0.028321,-97.340923,-202.498782
0.178639,-85.598532,-206.574689
0.380505,-73.771746,-210.222644
0.570821,-60.716721,-213.048080
0.910551,-47.916475,-215.773939
1.305103,-35.099239,-218.219272
1.410787,-21.978671,-220.400929
1.455130,-8.978543,-222.561977
1.458589,4.939121,-223.701241
1.428651,20.437335,-223.295036
1.332883,37.551467,-221.800468
1.272893,55.432033,-219.923186
1.313675,70.158490,-220.251095
1.435531,79.883734,-223.600414
1.557140,90.503744,-226.740902
1.669572,102.878139,-227.536064
1.781452,114.224908,-228.548145
1.885574,124.923714,-230.330210
1.943221,134.222860,-232.613759
1.975907,142.002124,-235.896689
1.996746,149.237869,-239.540384
2.018256,156.276426,-242.964499
2.026473,162.867853,-246.297817
2.035308,169.079420,-249.833468
2.042103,174.829762,-253.805156
2.054258,180.207466,-258.319231
2.077609,184.295268,-263.606119
2.123761,186.511912,-269.700089
2.169054,188.936099,-275.393571
2.188369,193.520664,-278.980049
2.180336,199.606179,-280.549102
2.159888,206.234753,-281.548358
2.129186,212.620416,-282.612922
2.093236,218.283824,-283.924841
2.067467,223.239890,-285.480657
2.062735,227.668750,-287.074670
2.074191,231.627445,-288.503701
2.091207,235.387530,-289.576379
2.107848,239.099574,-290.162517
2.119801,242.530410,-290.428796
2.129025,245.164969,-290.598751
2.135458,246.723497,-290.684919
2.134782,247.860777,-290.301377
2.115580,249.576360,-288.769129
2.079651,252.037881,-285.826186
2.035523,254.799429,-282.035717
1.992944,257.597623,-277.932583
1.951559,260.533769,-273.428274
1.914597,263.920816,-268.174039
1.880668,268.015723,-261.929738
1.847282,272.841584,-254.671922
1.806402,278.179758,-246.590260
1.758787,283.712547,-238.023623
1.706372,289.001460,-229.361888
1.656326,293.556225,-220.925778
1.609656,297.100220,-212.793257
1.565369,299.892732,-204.690052
1.515046,302.429714,-196.174262
1.455829,304.956614,-186.986402
1.387481,307.308554,-177.268065
1.316064,309.203889,-167.358931
1.243440,310.495137,-157.410649
1.173495,311.161994,-147.354877
1.106897,311.200382,-137.160688
1.044594,310.656454,-126.883202
0.982081,309.572512,-116.608300
0.917162,307.995312,-106.410410
0.847294,305.979247,-96.327952
0.773862,303.508706,-86.354053
0.696438,300.559811,-76.456437
0.615439,297.256717,-66.549289
0.529120,293.763431,-56.583081
0.439008,290.082630,-46.677099
0.347742,285.998580,-37.166678
0.260768,281.194482,-28.444091
0.180804,275.491186,-20.713746
0.109018,268.938429,-13.842625
0.043357,261.692720,-7.523846
-0.018769,253.933974,-1.459678
-0.081702,245.793598,4.560749
-0.148109,237.272275,10.638571
-0.219168,228.313744,16.778310
-0.293594,218.861102,22.973503
-0.370301,208.915049,29.253049
-0.449078,198.644080,35.728671
-0.531520,188.335149,42.556038
-0.618781,178.214736,49.822049
-0.710767,168.382605,57.465430
-0.805424,158.810418,65.325666
-0.899903,149.432205,73.242951
-0.991564,140.245236,81.163088
-1.078418,131.274250,89.107045
-1.159237,122.511157,97.062804
-1.233701,113.933253,104.956328
-1.302375,105.473440,112.688229
-1.365949,97.055325,120.173264
-1.425538,88.651199,127.405537
-1.482346,80.267188,134.469568
-1.538217,71.951768,141.507855
-1.594714,63.788637,148.667379
-1.652731,55.790050,156.016469
-1.711305,47.878567,163.496647
-1.768892,39.927382,170.977457
-1.823704,31.813450,178.345033
-1.875658,23.498591,185.580732
-1.925868,15.044542,192.773837
-1.976848,6.546873,200.051364
-2.030666,-1.888555,207.502797
-2.088958,-10.173688,215.170589
-2.151290,-18.268244,223.038781
-2.216087,-26.155137,231.045609
-2.280478,-33.819949,239.106919
-2.342082,-41.262076,247.115217
-2.398807,-48.464429,254.941651
-2.449844,-55.432869,262.441367
-2.494340,-62.231910,269.441235
-2.532238,-68.966574,275.773522
-2.563318,-75.768748,281.317867
-2.588232,-82.775604,286.023647
-2.607657,-90.088710,289.906041
-2.622933,-97.801009,293.012098
-2.634876,-105.996353,295.371512
-2.644629,-114.726390,297.005279
-2.652703,-124.012047,297.943256
-2.659974,-133.823194,298.244220
-2.667048,-144.052281,298.014048
-2.675102,-154.549609,297.393100
-2.684824,-165.133941,296.518843
-2.696818,-175.621628,295.501836
-2.710297,-185.876753,294.392073
-2.723883,-195.804267,293.182358
-2.735362,-205.328884,291.843719
-2.743089,-214.393004,290.354657
-2.745865,-222.928585,288.713815
-2.743842,-230.871166,286.936164
-2.737475,-238.193216,285.020587
-2.727785,-244.899142,282.939072
-2.715202,-251.030572,280.646695
-2.699878,-256.666370,278.088203
-2.681120,-261.887862,275.213974
-2.658249,-266.774706,271.989127
-2.630281,-271.405882,268.383450
-2.596832,-275.839320,264.373634
-2.557671,-280.126629,259.947977
-2.513315,-284.309722,255.111545
-2.464588,-288.396298,249.910824
-2.413039,-292.364824,244.441707
-2.360192,-296.163953,238.834192
-2.307733,-299.710303,233.227371
-2.256608,-302.920998,227.733281
-2.207281,-305.717498,222.410090
-2.159363,-308.021808,217.269215
-2.112237,-309.767586,212.286815
-2.064988,-310.892442,207.419548
-2.017104,-311.335428,202.620908
-1.968116,-311.063694,197.838989
-1.917869,-310.074051,193.009669
-1.865961,-308.402063,188.060287
-1.811901,-306.132638,182.908482
-1.754826,-303.376511,177.476373
-1.694051,-300.252444,171.709809
-1.628977,-296.878553,165.583138
-1.559589,-293.351451,159.097668
-1.486206,-289.748576,152.275499
-1.409614,-286.136237,145.144099
-1.330644,-282.562133,137.731135
-1.250256,-279.060333,130.066140
-1.169120,-275.653884,122.173472
-1.087821,-272.344621,114.072496
-1.006592,-269.120843,105.774142
-0.925550,-265.961643,97.274646
-0.844593,-262.828996,88.561134
-0.763689,-259.678835,79.621322
-0.682805,-256.458368,70.449888
-0.602220,-253.100495,61.063116
-0.522296,-249.536335,51.496599
-0.443511,-245.700708,41.795137
-0.366101,-241.534467,32.001794
-0.290004,-237.002483,22.146304
-0.214661,-232.087148,12.239948
-0.139293,-226.784326,2.287331
-0.062964,-221.105185,-7.707765
0.015005,-215.067903,-17.733174
0.094965,-208.695041,-27.763718
0.176801,-202.024908,-37.764793
0.260116,-195.103112,-47.698083
0.344271,-187.983937,-57.521207
0.428677,-180.728080,-67.195069
0.512769,-173.387840,-76.682559
0.596139,-165.999929,-85.950244
0.678464,-158.585952,-94.974801
0.759551,-151.141206,-103.746195
0.839236,-143.643086,-112.267423
0.917463,-136.055491,-120.556120
0.994163,-128.328364,-128.635574
1.069335,-120.408446,-136.529860
1.142988,-112.247506,-144.262483
1.215206,-103.802114,-151.854057
1.286105,-95.046397,-159.322589
1.355888,-85.972151,-166.684796
1.424707,-76.584342,-173.948764
1.492659,-66.903608,-181.109360
1.559647,-56.960068,-188.145137
1.625382,-46.786898,-195.015659
1.689394,-36.426220,-201.669089
1.751191,-25.925465,-208.053158
1.810335,-15.335901,-214.123100
1.866622,-4.716325,-219.850586
1.920067,5.876558,-225.225565
1.970890,16.393576,-230.251094
2.019392,26.793535,-234.940968
2.065876,37.050447,-239.314440
2.110511,47.151989,-243.392129
2.153367,57.092758,-247.196567
2.194377,66.876489,-250.751513
2.233435,76.509670,-254.080696
2.270428,85.998051,-257.210700
2.305306,95.348605,-260.170548
2.338070,104.566172,-262.991889
2.368819,113.650442,-265.710286
2.397659,122.599635,-268.361785
2.424697,131.405788,-270.977027
2.449951,140.055546,-273.576805
2.473319,148.533101,-276.164025
2.494558,156.817382,-278.721070
2.513348,164.883010,-281.211437
2.529309,172.704977,-283.582134
2.542124,180.256303,-285.769595
2.551555,187.514464,-287.706036
2.557472,194.466700,-289.321889
2.559825,201.110343,-290.550444
2.558629,207.456449,-291.331989
2.553910,213.530033,-291.616851
2.545745,219.362669,-291.371886
2.534257,224.990795,-290.585272
2.519668,230.450014,-289.267671
2.502301,235.768420,-287.453283
2.482572,240.966908,-285.195935
2.460920,246.056994,-282.561888
2.437775,251.038041,-279.624154
2.413461,255.900922,-276.454031
2.388166,260.627066,-273.113553
2.361927,265.188671,-269.651045
2.334634,269.553905,-266.096643
2.306064,273.687118,-262.460623
2.275948,277.551159,-258.736283
2.243995,281.112793,-254.902207
2.209951,284.343021,-250.926847
2.173607,287.219589,-246.773396
2.134795,289.731537,-242.401441
2.093363,291.877581,-237.768401
2.049154,293.667325,-232.831430
2.001981,295.121506,-227.547552
1.951654,296.266965,-221.877473
1.898010,297.134498,-215.790324
1.840973,297.756877,-209.267443
1.780592,298.163258,-202.306943
1.717083,298.379488,-194.926022
1.650802,298.427063,-187.159462
1.582226,298.320227,-179.058181
1.511884,298.066749,-170.685122
1.440311,297.666575,-162.109809
1.367998,297.108440,-153.404199
1.295365,296.371485,-144.637539
1.222737,295.424539,-135.871085
1.150348,294.226447,-127.155244
1.078320,292.730784,-118.526203
1.006670,290.888445,-110.003995
0.935306,288.650738,-101.593152
0.864028,285.975720,-93.282971
0.792535,282.830294,-85.049293
0.720461,279.193191,-76.858099
0.647394,275.058487,-68.668657
0.572934,270.434802,-60.438154
0.496743,265.345007,-52.127341
0.418593,259.825951,-43.704578
0.338397,253.924364,-35.149503
0.256229,247.694633,-26.455067
0.172295,241.196415,-17.626266
0.086913,234.489438,-8.678191
0.000459,227.630647,0.366797
-0.086662,220.670944,9.482795
-0.174048,213.649997,18.642067
-0.261300,206.594604,27.816159
-0.348034,199.517220,36.976920
-0.433865,192.414561,46.095865
-0.518427,185.270153,55.144609
-0.601388,178.056527,64.096024
-0.682473,170.737518,72.924566
-0.761495,163.273309,81.608090
-0.838385,155.623519,90.129772
-0.913187,147.750068,98.478781
-0.986063,139.621696,106.651593
-1.057260,131.216045,114.652071
-1.127081,122.521662,122.489893
-1.195839,113.540976,130.179256
-1.263826,104.290130,137.736725
-1.331275,94.798834,145.178468
-1.398353,85.110271,152.518963
-1.465146,75.277787,159.769549
-1.531666,65.361809,166.937259
-1.597858,55.426614,174.024898
-1.663603,45.534472,181.030585
-1.728720,35.741516,187.947349
-1.792974,26.094182,194.763818
-1.856077,16.625020,201.464495
-1.917711,7.351581,208.030798
-1.977539,-1.723660,214.443110
-2.035243,-10.613491,220.682201
-2.090539,-19.343190,226.730657
-2.143204,-27.947742,232.574103
-2.193078,-36.469319,238.200822
-2.240063,-44.952618,243.601090
-2.284112,-53.441086,248.766276
-2.325216,-61.973769,253.687068
-2.363390,-70.580945,258.352527
-2.398674,-79.281822,262.749714
-2.431127,-88.083355,266.863410
-2.460839,-96.978793,270.677173
-2.487930,-105.948903,274.174832
-2.512555,-114.963848,277.341668
-2.534890,-123.984829,280.166155
-2.555125,-132.967686,282.640892
-2.573432,-141.866078,284.762659
-2.589951,-150.633764,286.532457
-2.604762,-159.228029,287.954888
-2.617879,-167.611563,289.037247
-2.629246,-175.753561,289.789348
-2.638754,-183.631393,290.223059
-2.646246,-191.230790,290.351947
-2.651551,-198.545517,290.191207
-2.654486,-205.577624,289.756919
-2.654878,-212.336063,289.064983
-2.652563,-218.835300,288.130289
-2.647394,-225.093923,286.965180
-2.639241,-231.131902,285.578249
-2.628002,-236.968425,283.973700
-2.613603,-242.620253,282.150602
-2.596009,-248.099329,280.102789
-2.575227,-253.411762,277.819383
-2.551309,-258.557440,275.285191
-2.524346,-263.529419,272.481866
-2.494462,-268.314740,269.389459
-2.461802,-272.895557,265.987859
-2.426525,-277.249780,262.258875
-2.388793,-281.352879,258.188406
-2.348771,-285.179509,253.768293
-2.306619,-288.704554,248.998386
-2.262498,-291.905060,243.887942
-2.216560,-294.761454,238.455979
-2.168952,-297.258129,232.731051
-2.119804,-299.384524,226.749607
-2.069221,-301.135228,220.553287
-2.017271,-302.509432,214.185860
-1.963980,-303.510886,207.689619
-1.909327,-304.146740,201.101948
-1.853258,-304.426380,194.452822
-1.795683,-304.360858,187.762757
-1.736504,-303.961797,181.041823
-1.675620,-303.240642,174.289716
-1.612947,-302.208740,167.496284
-1.548419,-300.876691,160.642785
-1.481994,-299.254293,153.703808
-1.413656,-297.350750,146.649195
-1.343413,-295.174266,139.446497
-1.271297,-292.732067,132.063615
-1.197368,-290.030719,124.471219
-1.121716,-287.075757,116.645287
-1.044467,-283.872088,108.569359
-0.965779,-280.424314,100.236063
-0.885851,-276.736626,91.648285
-0.804908,-272.813184,82.819492
-0.723197,-268.658302,73.773100
-0.640974,-264.276030,64.541381
-0.558489,-259.670302,55.163644
-0.475975,-254.844607,45.683869
-0.393637,-249.801413,36.148364
-0.311643,-244.542164,26.603134
-0.230117,-239.067017,17.091256
-0.149137,-233.374590,7.650632
-0.068734,-227.462464,-1.688168
0.011110,-221.327346,-10.903583
0.090459,-214.965479,-19.983929
0.169413,-208.373564,-28.927688
0.248098,-201.549226,-37.742903
0.326653,-194.491762,-46.445508
0.405210,-187.203305,-55.057064
0.483877,-179.689159,-63.602140
0.562720,-171.958271,-72.105331
0.641755,-164.023848,-80.588419
0.720938,-155.902912,-89.068082
0.800169,-147.615875,-97.554036
0.879294,-139.185824,-106.048024
0.958116,-130.636883,-114.543518
1.036404,-121.992870,-123.025872
1.113906,-113.275946,-131.473122
1.190355,-104.504858,-139.857164
1.265485,-95.693920,-148.145205
1.339037,-86.852208,-156.301574
1.410771,-77.982940,-164.289546
1.480471,-69.083816,-172.073260
1.547965,-60.147640,-179.619687
1.613121,-51.163150,-186.900343
1.675866,-42.116615,-193.892797
1.736178,-32.993357,-200.581805
1.794092,-23.779369,-206.959793
1.849688,-14.463292,-213.026896
1.903085,-5.037985,-218.790443
1.954426,4.498136,-224.263891
2.003865,14.139838,-229.465514
2.051550,23.874623,-234.416784
2.097617,33.682678,-239.140510
2.142172,43.537190,-243.659061
2.185283,53.405541,-247.992572
2.226977,63.250793,-252.157284
2.267230,73.033424,-256.164293
2.305969,82.713576,-260.018581
2.343069,92.253118,-263.718532
2.378365,101.617599,-267.256084
2.411657,110.778226,-270.617340
2.442722,119.713225,-273.783670
2.471330,128.408781,-276.733275
2.497256,136.859617,-279.442805
2.520297,145.068715,-281.889037
2.540281,153.046531,-284.050421
2.557074,160.809787,-285.908203
2.570589,168.379516,-287.447241
2.580785,175.778924,-288.656467
2.587672,183.031150,-289.528929
2.591302,190.156824,-290.061659
2.591772,197.172025,-290.255387
2.589219,204.086612,-290.114034
2.583810,210.902948,-289.644241
2.575735,217.615547,-288.854862
2.565195,224.211044,-287.756311
2.552391,230.668692,-286.359928
2.537509,236.961789,-284.677399
2.520706,243.059221,-282.720150
2.502102,248.927278,-280.498858
2.481770,254.531889,-278.023064
2.459731,259.840545,-275.300841
2.435959,264.824246,-272.338655
2.410380,269.459402,-269.141327
2.382882,273.729097,-265.712016
2.353324,277.623928,-262.052319
2.321550,281.142468,-258.162368
2.287398,284.290951,-254.040946
2.250716,287.082564,-249.685731
2.211371,289.536363,-245.093527
2.169264,291.675612,-240.260573
2.124334,293.525958,-235.182941
2.076568,295.113550,-229.856894
2.026004,296.462973,-224.279287
1.972729,297.595476,-218.447955
1.916875,298.527472,-212.362008
1.858616,299.269247,-206.022125
1.798154,299.824225,-199.430834
1.735712,300.188760,-192.592725
1.671521,300.352304,-185.514724
1.605814,300.298262,-178.206350
1.538811,300.005246,-170.679857
1.470711,299.448593,-162.950341
1.401690,298.602270,-155.035631
1.331888,297.440787,-146.955940
1.261409,295.940996,-138.733329
1.190315,294.083802,-130.390900
1.118627,291.855457,-121.951792
1.046329,289.248410,-113.438138
0.973369,286.261811,-104.869975
0.899672,282.901461,-96.264280
0.825144,279.179314,-87.634238
0.749689,275.112696,-78.988742
0.673219,270.723117,-70.332220
0.595662,266.034899,-61.664814
0.516976,261.073768,-52.982834
0.437156,255.865330,-44.279509
0.356233,250.433686,-35.546008
0.274283,244.800281,-26.772577
0.191424,238.982900,-17.949818
0.107810,232.995044,-9.069990
0.023630,226.845673,-0.128180
-0.060899,220.539190,8.876661
-0.145544,214.075828,17.940946
-0.230063,207.452312,27.056036
-0.314212,200.662598,36.208186
-0.397762,193.698905,45.378797
-0.480501,186.552923,54.544936
-0.562249,179.216708,63.680367
-0.642855,171.683622,72.756718
-0.722212,163.949327,81.744643
-0.800249,156.012338,90.615325
-0.876935,147.874509,99.341870
-0.952277,139.541294,107.900609
-1.026312,131.021563,116.272398
-1.099103,122.327410,124.443484
-1.170729,113.473795,132.406042
-1.241279,104.477902,140.158431
-1.310836,95.358521,147.704973
-1.379475,86.135320,155.055291
-1.447247,76.828108,162.223273
-1.514174,67.456280,169.225627
-1.580242,58.038300,176.080223
-1.645397,48.591272,182.804356
-1.709545,39.130675,189.413057
-1.772555,29.670119,195.917561
-1.834263,20.221223,202.324084
-1.894480,10.793625,208.632951
-1.953004,1.394989,214.838149
-2.009627,-7.968891,220.927347
-2.064143,-17.293926,226.882383
-2.116364,-26.577570,232.680123
-2.166120,-35.818528,238.293679
-2.213273,-45.016434,243.693894
-2.257719,-54.171515,248.850958
-2.299388,-63.284176,253.736108
-2.338251,-72.354586,258.323235
-2.374316,-81.382273,262.590295
-2.407623,-90.365658,266.520429
-2.438243,-99.301661,270.102726
-2.466270,-108.185355,273.332563
-2.491810,-117.009664,276.211543
-2.514978,-125.765202,278.747032
-2.535886,-134.440231,280.951303
-2.554633,-143.020732,282.840427
-2.571303,-151.490663,284.432918
-2.585956,-159.832337,285.748254
-2.598622,-168.026900,286.805377
-2.609299,-176.054940,287.621256
-2.617956,-183.897139,288.209599
-2.624528,-191.534928,288.579856
-2.628923,-198.951177,288.736536
-2.631028,-206.130792,288.678906
-2.630713,-213.061182,288.401113
-2.627842,-219.732715,287.892690
-2.622280,-226.139090,287.139456
-2.613904,-232.277281,286.124677
-2.602608,-238.147400,284.830318
-2.588313,-243.752524,283.238490
-2.570972,-249.098123,281.332824
-2.550572,-254.191432,279.099658
-2.527136,-259.040693,276.529076
-2.500722,-263.654145,273.615628
-2.471424,-268.039186,270.358734
-2.439361,-272.201571,266.762838
-2.404676,-276.144623,262.837207
-2.367531,-279.868654,258.595420
-2.328092,-283.370554,254.054650
-2.286529,-286.643607,249.234732
-2.243004,-289.677637,244.157114
-2.197663,-292.459383,238.843788
-2.150632,-294.973114,233.316219
-2.102010,-297.201470,227.594370
-2.051864,-299.126427,221.695888
-2.000231,-300.730382,215.635470
-1.947117,-301.997261,209.424440
-1.892499,-302.913563,203.070572
-1.836329,-303.469270,196.578117
-1.778543,-303.658533,189.948031
-1.719066,-303.480106,183.178411
-1.657824,-302.937510,176.265069
-1.594746,-302.038885,169.202234
-1.529779,-300.796537,161.983343
-1.462892,-299.226237,154.601844
-1.394082,-297.346270,147.051993
-1.323382,-295.176336,139.329587
-1.250858,-292.736377,131.432592
-1.176614,-290.045363,123.361621
-1.100784,-287.120165,115.120253
-1.023536,-283.974576,106.715158
-0.945057,-280.618525,98.156058
-0.865552,-277.057591,89.455528
-0.785233,-273.292824,80.628645
-0.704310,-269.320882,71.692545
-0.622985,-265.134505,62.665888
-0.541442,-260.723295,53.568276
-0.459843,-256.074715,44.419647
-0.378321,-251.175285,35.239682
-0.296976,-246.011858,26.047222
-0.215877,-240.572881,16.859752
-0.135059,-234.849578,7.692963
-0.054527,-228.836948,-1.439600
0.025739,-222.534499,-10.526764
0.105779,-215.946702,-19.559839
0.185644,-209.083092,-28.532599
0.265391,-201.957976,-37.441174
0.345068,-194.589886,-46.283751
0.424715,-187.000873,-55.060080
0.504346,-179.215327,-63.771140
0.583953,-171.258682,-72.418618
0.663491,-163.156302,-81.004161
0.742887,-154.932166,-89.528902
0.822029,-146.607742,-97.992857
0.900777,-138.201127,-106.394351
0.978960,-129.726250,-114.729709
1.056389,-121.192529,-122.992878
1.132856,-112.604920,-131.175162
1.208151,-103.964141,-139.265296
1.282067,-95.267221,-147.249610
1.354407,-86.508290,-155.112376
1.424998,-77.679504,-162.836365
1.493693,-68.772156,-170.403420
1.560379,-59.777843,-177.795139
1.624978,-50.689560,-184.993629
1.687449,-41.502704,-191.982219
1.747786,-32.215907,-198.746145
1.806014,-22.831640,-205.273137
1.862184,-13.356583,-211.553853
1.916368,-3.801728,-217.582157
1.968645,5.817831,-223.355220
2.019098,15.483360,-228.873431
2.067805,25.173178,-234.140089
2.114826,34.863513,-239.160918
2.160200,44.529456,-243.943383
2.203940,54.145985,-248.495910
2.246025,63.688970,-252.827030
2.286401,73.136107,-256.944500
2.324982,82.467712,-260.854472
2.361655,91.667321,-264.560753
2.396280,100.722076,-268.064215
2.428701,109.622873,-271.362415
2.458754,118.364286,-274.449445
2.486274,126.944254,-277.316016
2.511108,135.363580,-279.949796
2.533117,143.625260,-282.335971
2.552189,151.733713,-284.458010
2.568242,159.693947,-286.298563
2.581231,167.510720,-287.840465
2.591146,175.187752,-289.067745
2.598011,182.727024,-289.966585
2.601887,190.128218,-290.526173
2.602862,197.388318,-290.739363
2.601046,204.501393,-290.603119
2.596565,211.458530,-290.118694
2.589552,218.248026,-289.291531
